,Distance_km,Weather,Traffic_Level,Time_of_Day,Vehicle_Type,Preparation_Time_min,Courier_Experience_yrs,Delivery_Time_min
456,3.98,Clear,High,Night,Car,19,3.0,41
457,6.06,Foggy,Low,Afternoon,Scooter,10,8.0,41
458,6.72,Foggy,Low,Evening,Bike,8,5.0,31
459,19.04,Clear,Medium,Morning,Scooter,27,2.0,85
460,14.28,Windy,High,Afternoon,Scooter,23,5.0,77
461,16.26,Rainy,High,Morning,Bike,16,6.0,70
462,4.25,Clear,Low,Afternoon,Bike,5,4.0,22
463,12.26,Clear,Low,Afternoon,Bike,20,2.0,66
464,19.81,Clear,Low,Afternoon,Bike,27,1.0,74
465,18.2,Windy,Medium,Morning,Bike,27,1.0,108
466,12.85,Rainy,Medium,Morning,Scooter,14,8.0,73
467,6.91,Clear,Low,Evening,Bike,27,8.0,91
468,9.64,Clear,Low,Morning,Bike,10,5.0,46
469,9.64,Rainy,Medium,Evening,Bike,14,6.0,52
470,2.28,Foggy,Medium,Morning,Scooter,27,6.0,44
471,15.34,Rainy,Low,Afternoon,Bike,18,6.0,54
472,3.22,Rainy,Medium,Night,Bike,14,8.0,34
473,9.71,Clear,Low,Morning,Bike,8,1.0,49
474,17.18,Clear,Medium,Night,Scooter,13,1.0,62
475,5.3,Clear,Medium,Afternoon,Scooter,29,3.0,47
476,10.0,Clear,Medium,Afternoon,Scooter,6,9.0,47
477,10.75,Rainy,Medium,Morning,Bike,8,6.0,60
478,9.49,Rainy,Medium,Morning,Car,23,6.0,53
479,7.24,Clear,Medium,Afternoon,Bike,28,7.0,57
480,16.09,Rainy,Low,Morning,Bike,21,8.0,66
481,15.53,Clear,Low,Morning,Bike,26,6.0,83
482,19.41,Windy,Low,Morning,Bike,11,8.0,62
483,17.24,Clear,Low,Evening,Bike,17,5.0,69
484,11.33,Clear,Low,Morning,Bike,25,3.0,60
485,18.23,Rainy,Low,Afternoon,Scooter,27,9.0,86
486,1.17,Clear,Medium,Morning,Bike,16,9.0,25
487,5.33,Clear,Low,Evening,Car,29,1.0,51
488,4.14,Rainy,Low,Morning,Bike,23,2.0,41
489,2.02,Clear,High,Evening,Bike,28,5.0,44
490,14.46,Rainy,Medium,Morning,Scooter,11,9.0,68
491,3.86,Clear,Medium,Afternoon,Bike,21,8.0,34
492,12.59,Windy,Medium,Morning,Bike,13,9.0,62
493,1.11,Clear,High,Morning,Scooter,22,8.0,35
494,9.11,Clear,Low,Afternoon,Bike,19,6.0,42
495,18.77,Snowy,Medium,Evening,Bike,24,0.0,115
496,16.35,Foggy,Medium,Night,Bike,16,6.0,67
497,6.22,Clear,Low,Afternoon,Bike,16,9.0,29
498,7.78,Foggy,High,Afternoon,Bike,25,3.0,74
499,0.88,Rainy,Low,Night,Car,27,2.0,37
500,16.43,Clear,Low,Evening,Bike,13,5.0,56
501,8.04,Clear,Medium,Evening,Car,27,0.0,65
502,18.65,Foggy,Low,Night,Car,19,2.0,68
503,5.73,Foggy,Low,Morning,Scooter,7,2.0,30
504,12.42,Rainy,Low,Evening,Bike,28,9.0,79
505,2.11,Clear,Low,Afternoon,Scooter,28,5.0,34
506,18.62,Clear,Low,Evening,Scooter,27,6.0,75
507,17.61,Clear,Medium,Morning,Scooter,19,3.0,80
508,10.62,Rainy,Medium,Night,Bike,7,2.0,48
509,18.83,Clear,Medium,Night,Bike,8,0.0,68
510,14.07,Clear,Medium,Morning,Bike,16,9.0,73
511,9.29,Clear,Medium,Evening,Bike,10,9.0,40
512,1.29,Rainy,Low,Evening,Bike,7,7.0,15
513,4.08,Windy,Medium,Afternoon,Bike,7,0.0,33
514,19.12,Windy,High,Evening,Car,8,0.0,92
515,17.93,Clear,Medium,Afternoon,Bike,29,4.0,85
516,2.33,Clear,Low,Morning,Car,6,1.0,17
517,3.18,Rainy,Medium,Evening,Bike,21,3.0,42
518,1.97,Clear,High,Morning,Car,28,7.0,43
519,6.2,Windy,High,Evening,Scooter,7,3.0,42
520,1.02,Windy,High,Evening,Bike,6,8.0,21
521,5.3,Clear,Low,Evening,Bike,16,5.0,32
522,9.34,Rainy,Low,Evening,Car,10,0.0,40
523,10.09,Clear,Medium,Evening,Bike,7,0.0,49
524,15.35,Rainy,High,Night,Scooter,23,9.0,80
525,17.12,Rainy,Low,Morning,Bike,26,3.0,86
526,3.94,Snowy,Low,Afternoon,Bike,19,3.0,43
527,18.02,Clear,Low,Evening,Car,12,3.0,77
528,14.41,Snowy,Medium,Evening,Bike,8,8.0,75
529,11.44,Rainy,Medium,Evening,Car,20,2.0,57
530,15.23,Foggy,Low,Morning,Car,6,0.0,52
531,1.95,Clear,Low,Morning,Scooter,16,2.0,23
532,7.72,Rainy,Medium,Morning,Bike,11,4.523926024513096,36
533,11.78,Clear,Low,Afternoon,Scooter,26,3.0,71
534,3.4,Windy,Medium,Morning,Bike,11,6.0,30
535,2.14,Clear,High,Evening,Bike,18,3.0,34
536,10.04,Rainy,High,Afternoon,Bike,12,9.0,59
537,14.72,Clear,Low,Evening,Scooter,15,8.0,80
538,3.7,Clear,Medium,Morning,Bike,28,7.0,45
539,19.73,Rainy,Low,Evening,Bike,8,8.0,64
540,10.83,Clear,Medium,Evening,Scooter,8,9.0,51
541,16.3,Foggy,Low,Morning,Car,12,1.0,100
542,5.98,Foggy,High,Morning,Bike,14,6.0,44
543,5.98,Rainy,High,Morning,Bike,21,2.0,60
544,4.14,Foggy,Medium,Morning,Bike,21,0.0,46
545,16.68,Clear,Medium,Afternoon,Bike,9,9.0,63
546,18.69,Windy,Medium,Night,Bike,23,9.0,74
547,18.44,Rainy,High,Morning,Bike,27,7.0,80
548,13.0,Windy,High,Morning,Bike,22,8.0,65
549,16.45,Clear,Medium,Evening,Scooter,25,3.0,87
550,16.17,Clear,Medium,Evening,Car,10,2.0,116
551,17.88,Clear,Medium,Evening,Bike,29,3.0,98
552,5.23,Clear,Medium,Morning,Scooter,19,4.0,37
553,4.32,Clear,Medium,Morning,Bike,17,4.0,36
554,9.09,Rainy,Medium,Morning,Bike,6,7.0,43
555,12.67,Windy,Medium,Morning,Scooter,7,3.0,43
556,1.85,Clear,Medium,Evening,Bike,10,1.0,24
557,7.51,Rainy,Low,Evening,Car,27,6.0,50
558,6.58,Clear,Low,Afternoon,Bike,13,1.0,34
559,12.7,Clear,Low,Morning,Scooter,22,2.0,57
560,7.31,Foggy,Medium,Afternoon,Bike,26,2.0,65
561,9.2,Clear,High,Morning,Scooter,9,9.0,48
562,10.22,Foggy,Low,Afternoon,Scooter,21,0.0,61
563,8.15,Clear,High,Evening,Scooter,12,9.0,43
564,10.61,Clear,Medium,Morning,Bike,17,0.0,59
565,7.73,Clear,High,Night,Bike,29,5.0,58
566,19.66,Clear,Low,Morning,Car,19,6.0,70
567,14.66,Snowy,High,Morning,Car,5,6.0,71
568,9.73,Clear,Low,Afternoon,Bike,29,6.0,60
569,14.52,Clear,Medium,Afternoon,Car,26,5.0,86
570,5.93,Foggy,High,Morning,Scooter,27,1.0,106
571,4.94,Rainy,High,Evening,Scooter,28,4.0,63
572,11.88,Rainy,High,Afternoon,Car,29,9.0,78
573,19.41,Foggy,Medium,Morning,Car,7,6.0,66
574,3.68,Clear,High,Afternoon,Car,16,6.0,47
575,11.06,Clear,High,Evening,Bike,6,9.0,53
576,10.2,Rainy,Medium,Afternoon,Bike,18,9.0,56
577,0.74,Rainy,Low,Morning,Car,13,4.0,21
578,15.21,Snowy,Medium,Afternoon,Bike,20,9.0,90
579,7.69,Rainy,High,Morning,Scooter,16,3.0,58
580,11.21,Clear,High,Afternoon,Scooter,23,1.0,76
581,6.18,Clear,Medium,Evening,Bike,9,9.0,35
582,2.71,Clear,Medium,Morning,Car,6,5.0,19
583,3.49,Clear,Medium,Morning,Bike,17,2.0,38
584,9.29,Clear,Medium,Morning,Bike,17,2.0,49
585,0.71,Foggy,Low,Night,Bike,29,1.0,41
586,5.32,Rainy,Low,Afternoon,Scooter,27,2.0,48
587,4.1,Clear,Medium,Evening,Car,18,3.0,38
588,13.84,Clear,Low,Morning,Scooter,18,4.523926024513096,64
589,3.9,Rainy,High,Morning,Car,25,9.0,54
590,18.6,Rainy,Medium,Morning,Car,28,9.0,77
591,14.88,Snowy,Medium,Evening,Bike,10,0.0,64
592,3.63,Windy,Medium,Morning,Car,22,9.0,39
593,3.22,Windy,High,Morning,Car,7,7.0,27
594,11.51,Foggy,Low,Afternoon,Car,5,7.0,57
595,19.72,Rainy,Low,Afternoon,Bike,27,6.0,109
596,11.08,Clear,Low,Evening,Scooter,28,2.0,58
597,3.95,Clear,Medium,Morning,Car,28,5.0,47
598,7.29,Clear,High,Evening,Car,11,7.0,48
599,10.3,Clear,Low,Morning,Car,12,7.0,41
600,10.73,Rainy,High,Afternoon,Car,27,6.0,83
601,17.28,Clear,Low,Morning,Car,28,3.0,72
602,13.37,Foggy,Medium,Evening,Scooter,16,9.0,71
603,11.36,Clear,Medium,Morning,Scooter,8,2.0,52
604,7.58,Clear,High,Afternoon,Scooter,19,9.0,57
605,6.13,Rainy,High,Morning,Bike,25,6.0,59
606,2.32,Clear,Low,Afternoon,Scooter,23,1.0,32
607,17.49,Rainy,Low,Evening,Bike,27,9.0,97
608,1.69,Windy,Low,Afternoon,Car,11,7.0,20
609,4.52,Clear,Low,Evening,Car,17,0.0,71
610,7.15,Windy,Low,Morning,Bike,15,3.0,42
611,10.86,Windy,Medium,Morning,Car,10,4.0,60
612,15.88,Rainy,Low,Evening,Car,17,1.0,68
613,9.7,Snowy,Low,Evening,Bike,6,4.523926024513096,45
614,14.95,Clear,Medium,Morning,Bike,13,7.0,49
615,11.36,Foggy,Low,Afternoon,Bike,6,4.0,47
616,12.14,Foggy,High,Afternoon,Bike,12,0.0,65
617,16.31,Foggy,Medium,Afternoon,Car,14,7.0,71
618,14.7,Clear,Medium,Evening,Scooter,24,5.0,75
619,13.42,Rainy,Medium,Evening,Bike,6,6.0,105
620,7.9,Clear,Low,Afternoon,Scooter,22,4.523926024513096,48
621,15.35,Foggy,Low,Morning,Car,5,3.0,56
622,15.12,Foggy,Low,Morning,Bike,14,1.0,58
623,0.82,Windy,Low,Morning,Car,18,9.0,23
624,6.43,Clear,Low,Evening,Car,9,7.0,26
625,8.66,Snowy,High,Morning,Bike,29,3.0,77
626,11.16,Foggy,Medium,Afternoon,Car,21,4.0,77
627,18.77,Foggy,Low,Afternoon,Car,15,4.523926024513096,71
628,5.84,Clear,Low,Evening,Bike,21,7.0,35
629,1.01,Clear,High,Night,Bike,17,7.0,29
630,3.92,Rainy,Medium,Night,Bike,20,9.0,41
631,12.77,Foggy,Low,Morning,Bike,22,8.0,71
632,2.33,Clear,Low,Evening,Bike,9,2.0,18
633,2.92,Windy,High,Afternoon,Bike,24,4.0,48
634,13.35,Rainy,Low,Evening,Scooter,14,4.0,91
635,5.26,Rainy,Medium,Evening,Scooter,28,8.0,51
636,4.39,Foggy,Medium,Night,Bike,12,8.0,38
637,8.67,Windy,High,Morning,Bike,20,4.0,55
638,16.53,Snowy,Low,Afternoon,Scooter,24,9.0,99
639,13.47,Clear,Medium,Evening,Bike,19,4.0,59
640,18.86,Snowy,Medium,Night,Bike,18,1.0,89
641,12.81,Clear,Low,Morning,Bike,12,2.0,51
642,2.4,Snowy,Low,Night,Scooter,27,5.0,42
643,7.44,Rainy,Medium,Evening,Bike,6,1.0,39
644,1.89,Clear,Medium,Evening,Scooter,13,7.0,22
645,19.28,Snowy,Medium,Morning,Car,21,3.0,101
646,6.29,Clear,Medium,Morning,Scooter,10,7.0,27
647,1.81,Clear,Medium,Afternoon,Car,23,3.0,34
648,1.74,Clear,Medium,Night,Bike,23,2.0,34
649,13.44,Clear,Medium,Morning,Car,22,1.0,79
650,7.11,Clear,Low,Afternoon,Scooter,27,4.523926024513096,48
651,4.5,Windy,Low,Evening,Scooter,20,6.0,32
652,8.31,Windy,Medium,Morning,Bike,6,5.0,44
653,16.37,Clear,High,Morning,Bike,26,7.0,97
654,9.78,Clear,Medium,Afternoon,Bike,18,3.0,58
655,4.88,Windy,Medium,Afternoon,Scooter,26,7.0,48
656,5.54,Rainy,Medium,Morning,Scooter,28,9.0,51
657,11.54,Clear,High,Afternoon,Car,10,0.0,56
658,12.85,Clear,Low,Afternoon,Scooter,5,4.523926024513096,54
659,5.56,Clear,Low,Afternoon,Scooter,19,5.0,31
660,3.33,Clear,Medium,Evening,Scooter,24,2.0,44
661,3.47,Snowy,High,Night,Bike,24,9.0,53
662,12.01,Clear,Low,Morning,Scooter,26,6.0,57
663,15.98,Foggy,Low,Morning,Car,21,6.0,90
664,3.64,Clear,Low,Morning,Scooter,16,3.0,26
665,19.47,Clear,Low,Morning,Bike,16,8.0,83
666,15.51,Rainy,Medium,Morning,Scooter,10,8.0,81
667,10.42,Windy,Medium,Afternoon,Bike,28,3.0,72
668,15.9,Rainy,Low,Evening,Car,19,5.0,78
669,15.17,Windy,Low,Morning,Bike,25,4.0,77
670,2.78,Rainy,Low,Morning,Bike,21,4.0,37
671,1.98,Rainy,Low,Afternoon,Bike,22,0.0,39
672,14.03,Clear,Low,Afternoon,Bike,17,2.0,65
673,2.06,Foggy,Medium,Evening,Scooter,22,4.0,40
674,11.02,Clear,High,Morning,Scooter,22,2.0,70
675,17.95,Snowy,High,Morning,Scooter,16,4.523926024513096,96
676,5.17,Foggy,Low,Morning,Bike,29,0.0,56
677,16.62,Snowy,Low,Afternoon,Bike,26,8.0,94
678,0.71,Rainy,Low,Morning,Car,25,8.0,31
679,13.44,Clear,Low,Evening,Scooter,9,5.0,55
680,13.1,Clear,Low,Evening,Bike,28,2.0,72
681,19.24,Rainy,High,Afternoon,Bike,9,7.0,75
682,5.35,Clear,Medium,Afternoon,Scooter,24,6.0,43
683,12.22,Clear,Low,Evening,Scooter,15,0.0,56
684,18.55,Clear,Low,Afternoon,Car,11,9.0,69
685,6.44,Clear,Low,Afternoon,Car,18,2.0,43
686,8.77,Foggy,Medium,Evening,Car,14,7.0,49
687,10.97,Clear,Low,Afternoon,Scooter,27,3.0,51
688,6.68,Clear,High,Morning,Scooter,10,5.0,44
689,12.93,Rainy,Low,Afternoon,Scooter,25,0.0,61
690,7.99,Clear,Medium,Evening,Bike,18,4.0,42
691,15.78,Clear,High,Afternoon,Scooter,12,1.0,68
692,9.95,Windy,High,Evening,Scooter,21,5.0,72
693,13.47,Rainy,Low,Afternoon,Scooter,7,6.0,46
694,17.19,Clear,Medium,Afternoon,Bike,11,8.0,76
695,3.23,Clear,High,Afternoon,Bike,17,9.0,33
696,1.27,Foggy,High,Afternoon,Bike,25,9.0,46
697,4.71,Clear,Low,Morning,Bike,20,6.0,31
698,12.82,Rainy,Medium,Evening,Bike,28,9.0,72
699,18.21,Clear,Low,Evening,Bike,6,3.0,74
700,9.51,Clear,High,Morning,Bike,26,9.0,63
701,0.89,Rainy,Low,Morning,Car,9,0.0,20
702,5.24,Windy,High,Afternoon,Scooter,26,8.0,51
703,10.64,Windy,Low,Evening,Car,11,9.0,36
704,13.23,Clear,Medium,Night,Bike,20,8.0,70
705,19.03,Clear,Medium,Morning,Scooter,8,8.0,65
706,10.3,Rainy,Low,Evening,Bike,29,0.0,73
707,12.39,Snowy,Medium,Evening,Bike,14,8.0,56
708,18.8,Clear,High,Afternoon,Bike,23,7.0,95
709,16.78,Rainy,Medium,Morning,Bike,22,1.0,70
710,7.85,Clear,Low,Afternoon,Scooter,7,9.0,34
711,11.63,Clear,Medium,Night,Scooter,29,7.0,57
712,7.8,Windy,Medium,Afternoon,Car,17,6.0,44
713,11.88,Rainy,Medium,Afternoon,Bike,5,1.0,63
714,14.89,Clear,High,Evening,Car,22,9.0,88
715,16.44,Rainy,High,Afternoon,Bike,12,4.523926024513096,86
716,2.65,Clear,Medium,Afternoon,Car,14,4.0,35
717,18.01,Foggy,High,Night,Bike,14,2.0,71
718,10.32,Clear,Medium,Night,Car,24,5.0,49
719,6.37,Rainy,Low,Afternoon,Car,29,4.0,56
720,3.74,Rainy,Low,Morning,Bike,19,6.0,36
721,17.99,Windy,High,Evening,Bike,5,1.0,73
722,13.96,Rainy,Low,Night,Bike,5,1.0,42
723,16.02,Clear,Low,Evening,Bike,20,7.0,61
724,7.52,Clear,Medium,Afternoon,Car,17,9.0,44
725,2.51,Clear,Low,Morning,Bike,16,2.0,28
726,6.7,Foggy,High,Morning,Scooter,23,3.0,59
727,17.61,Windy,Low,Morning,Bike,5,8.0,61
728,3.65,Clear,Medium,Morning,Bike,29,9.0,46
729,14.27,Clear,Medium,Night,Car,24,3.0,77
730,8.85,Clear,Low,Afternoon,Bike,11,9.0,45
731,9.24,Windy,Low,Afternoon,Bike,8,2.0,49
732,19.7,Rainy,Low,Evening,Car,16,6.0,66
733,11.61,Clear,High,Morning,Car,19,1.0,67
734,16.44,Windy,High,Afternoon,Car,8,0.0,80
735,8.67,Rainy,High,Afternoon,Bike,12,7.0,104
736,5.14,Clear,Medium,Evening,Scooter,23,7.0,43
737,10.46,Clear,Low,Evening,Bike,25,3.0,68
738,5.23,Clear,Medium,Morning,Scooter,23,2.0,47
739,10.35,Clear,Medium,Night,Bike,7,9.0,48
740,4.04,Rainy,High,Evening,Bike,14,6.0,39
741,2.66,Clear,Low,Afternoon,Bike,16,8.0,21
742,17.61,Foggy,Medium,Afternoon,Bike,9,5.0,74
743,8.48,Clear,High,Night,Bike,11,5.0,39
744,17.06,Clear,Low,Evening,Bike,9,9.0,66
745,6.78,Foggy,Low,Night,Bike,18,6.0,42
746,9.0,Snowy,Medium,Afternoon,Car,29,3.0,78
747,12.74,Clear,Low,Afternoon,Scooter,12,0.0,63
748,18.72,Rainy,Medium,Afternoon,Bike,17,0.0,89
749,3.23,Clear,Low,Morning,Bike,7,7.0,14
750,12.56,Clear,Low,Morning,Car,22,8.0,49
751,1.0,Snowy,Medium,Morning,Bike,28,0.0,51
752,3.46,Clear,Low,Morning,Bike,24,6.0,37
753,6.0,Snowy,Low,Morning,Car,20,8.0,53
754,14.79,Clear,Medium,Morning,Scooter,12,9.0,64
755,14.65,Snowy,High,Morning,Car,19,3.0,95
756,14.2,Clear,Medium,Afternoon,Bike,17,1.0,73
757,7.04,Clear,Low,Afternoon,Bike,11,8.0,38
758,19.74,Clear,Low,Afternoon,Car,16,1.0,98
759,11.88,Rainy,Medium,Evening,Bike,20,8.0,69
760,18.63,Clear,Low,Evening,Bike,26,8.0,75
761,8.8,Rainy,Medium,Afternoon,Bike,6,2.0,38
762,11.75,Clear,High,Morning,Bike,9,2.0,55
763,18.95,Snowy,Low,Morning,Car,27,0.0,92
764,7.6,Foggy,Low,Morning,Bike,16,4.0,48
765,17.99,Foggy,Low,Morning,Car,11,2.0,84
766,13.82,Clear,Medium,Evening,Bike,21,9.0,72
767,15.53,Foggy,Low,Evening,Bike,26,7.0,68
768,3.97,Clear,High,Afternoon,Bike,19,8.0,40
769,10.1,Clear,High,Morning,Car,17,6.0,55
770,18.21,Foggy,Low,Morning,Bike,5,1.0,70
771,2.68,Clear,Low,Morning,Bike,16,8.0,25
772,3.88,Snowy,Low,Morning,Bike,9,6.0,33
773,15.89,Snowy,Medium,Afternoon,Car,15,9.0,91
774,6.73,Clear,Medium,Afternoon,Bike,21,1.0,54
775,0.75,Clear,Medium,Afternoon,Bike,10,5.0,16
776,13.79,Rainy,Low,Night,Scooter,11,0.0,69
777,18.83,Clear,Medium,Evening,Scooter,5,8.0,69
778,11.62,Clear,Low,Afternoon,Bike,9,8.0,33
779,5.03,Clear,Medium,Morning,Bike,17,4.523926024513096,38
780,15.08,Rainy,Medium,Evening,Scooter,26,1.0,94
781,10.48,Rainy,Low,Afternoon,Car,10,7.0,45
782,7.82,Rainy,Medium,Evening,Bike,16,8.0,45
783,16.98,Clear,Low,Morning,Bike,11,6.0,78
784,14.83,Rainy,Low,Morning,Car,19,4.0,126
785,5.67,Clear,Low,Morning,Scooter,11,9.0,27
786,18.33,Snowy,Medium,Morning,Scooter,5,5.0,67
787,17.46,Clear,Medium,Morning,Scooter,6,4.523926024513096,62
788,1.34,Foggy,High,Evening,Bike,9,5.0,30
789,1.38,Clear,Low,Morning,Scooter,13,9.0,17
790,3.67,Clear,Low,Morning,Bike,9,0.0,26
791,7.86,Windy,Medium,Morning,Car,22,2.0,55
792,8.98,Clear,Medium,Afternoon,Scooter,22,8.0,105
793,12.85,Rainy,Medium,Evening,Scooter,6,7.0,61
794,17.91,Clear,Low,Afternoon,Bike,6,7.0,68
795,15.09,Snowy,Low,Morning,Car,20,7.0,68
796,4.22,Clear,Medium,Morning,Bike,16,7.0,35
797,12.33,Clear,High,Night,Bike,7,2.0,101
798,17.87,Snowy,Low,Morning,Scooter,29,4.0,87
799,2.16,Clear,Medium,Night,Car,10,1.0,23
800,3.11,Rainy,Medium,Morning,Scooter,21,1.0,43
801,1.42,Clear,High,Afternoon,Scooter,24,2.0,40
802,18.57,Rainy,Medium,Afternoon,Bike,16,7.0,89
803,17.51,Clear,Medium,Evening,Bike,15,3.0,60
804,6.84,Clear,Medium,Evening,Bike,25,1.0,51
805,18.34,Snowy,Medium,Afternoon,Scooter,22,4.523926024513096,91
806,3.51,Windy,Medium,Night,Bike,22,2.0,44
807,14.7,Clear,Medium,Morning,Scooter,6,2.0,58
808,16.85,Clear,High,Morning,Car,17,4.0,71
809,16.26,Rainy,Low,Morning,Car,27,5.0,66
810,19.1,Snowy,Medium,Morning,Bike,25,6.0,90
811,13.71,Rainy,Medium,Evening,Bike,22,9.0,64
812,8.92,Clear,Medium,Morning,Bike,10,1.0,51
813,14.58,Clear,Low,Evening,Bike,23,0.0,70
814,9.71,Clear,Low,Afternoon,Car,27,5.0,61
815,19.94,Clear,Low,Afternoon,Bike,26,6.0,83
816,4.53,Snowy,Medium,Morning,Scooter,18,4.0,49
817,10.7,Clear,High,Afternoon,Car,8,4.0,57
818,10.13,Clear,Medium,Evening,Bike,22,0.0,65
819,0.78,Clear,Low,Afternoon,Bike,11,0.0,18
820,18.84,Foggy,Medium,Afternoon,Scooter,25,8.0,88
821,15.08,Snowy,Low,Evening,Bike,29,7.0,84
822,17.32,Clear,Low,Evening,Scooter,10,3.0,77
823,6.81,Clear,Medium,Evening,Bike,23,2.0,47
824,2.79,Clear,High,Morning,Bike,23,7.0,38
825,11.44,Foggy,High,Afternoon,Car,14,4.0,74
826,2.44,Snowy,High,Evening,Bike,13,9.0,39
827,2.48,Rainy,Low,Evening,Scooter,20,8.0,30
828,7.75,Clear,Medium,Evening,Scooter,21,1.0,55
829,0.85,Clear,Medium,Morning,Bike,9,8.0,17
830,8.87,Clear,Low,Evening,Bike,19,3.0,55
831,15.37,Snowy,Medium,Afternoon,Car,15,5.0,66
832,10.29,Foggy,Medium,Evening,Scooter,25,4.0,67
833,15.06,Rainy,Low,Morning,Bike,22,4.0,65
834,3.54,Foggy,Low,Morning,Bike,23,7.0,37
835,7.17,Clear,Medium,Morning,Scooter,7,9.0,29
836,4.62,Rainy,Medium,Afternoon,Car,8,3.0,33
837,5.53,Clear,Low,Morning,Car,10,8.0,27
838,12.74,Rainy,Low,Afternoon,Bike,17,9.0,63
839,9.06,Clear,High,Evening,Bike,26,3.0,61
840,2.71,Foggy,Low,Morning,Bike,6,0.0,28
841,16.92,Clear,Low,Night,Bike,23,5.0,78
842,13.54,Foggy,Low,Morning,Bike,11,1.0,54
843,1.0,Snowy,Medium,Morning,Bike,25,4.0,44
844,8.77,Clear,Medium,Morning,Car,12,2.0,42
845,16.01,Windy,Low,Morning,Car,28,0.0,84
846,12.63,Foggy,Medium,Night,Scooter,8,8.0,49
847,8.09,Foggy,Low,Evening,Car,22,2.0,56
848,6.54,Clear,Medium,Night,Bike,10,7.0,39
849,10.64,Clear,Medium,Afternoon,Scooter,14,5.0,45
850,1.77,Clear,Medium,Evening,Bike,14,9.0,22
851,13.0,Foggy,Low,Evening,Bike,25,7.0,77
852,12.83,Clear,Low,Evening,Bike,5,8.0,50
853,13.02,Snowy,High,Afternoon,Car,6,9.0,65
854,18.89,Rainy,Medium,Morning,Scooter,22,1.0,74
855,10.53,Foggy,High,Evening,Bike,25,8.0,72
856,5.01,Rainy,Low,Afternoon,Bike,10,5.0,31
857,16.0,Foggy,Medium,Afternoon,Scooter,13,3.0,65
858,17.86,Clear,Low,Afternoon,Scooter,16,8.0,83
859,2.99,Foggy,High,Afternoon,Bike,9,5.0,90
860,16.38,Clear,Medium,Morning,Bike,6,2.0,51
861,6.09,Clear,Medium,Night,Bike,7,4.0,27
862,13.61,Clear,Low,Morning,Bike,26,0.0,66
863,8.5,Snowy,High,Evening,Bike,14,7.0,56
864,8.55,Clear,Low,Evening,Scooter,28,8.0,46
865,4.05,Clear,Medium,Afternoon,Scooter,21,5.0,39
866,19.5,Clear,High,Morning,Bike,18,2.0,73
867,7.59,Clear,Low,Afternoon,Scooter,16,3.0,37
868,16.66,Snowy,High,Afternoon,Scooter,29,7.0,95
869,19.41,Snowy,High,Evening,Car,21,3.0,100
870,13.74,Foggy,Medium,Afternoon,Bike,6,1.0,56
871,0.64,Clear,High,Night,Bike,10,3.0,24
872,12.1,Clear,High,Afternoon,Bike,11,0.0,53
873,12.09,Clear,Medium,Morning,Car,13,1.0,60
874,11.82,Windy,Medium,Night,Bike,24,7.0,77
875,5.28,Foggy,Low,Morning,Bike,27,6.0,53
876,5.98,Clear,Low,Evening,Car,22,9.0,35
877,2.93,Clear,Medium,Morning,Bike,24,8.0,94
878,4.05,Snowy,Medium,Evening,Scooter,19,2.0,50
879,13.61,Clear,Low,Morning,Scooter,12,2.0,43
880,2.88,Rainy,Low,Morning,Car,16,4.0,41
881,5.91,Clear,Medium,Evening,Scooter,29,4.0,57
882,6.0,Rainy,Medium,Evening,Scooter,21,2.0,47
883,11.33,Clear,Medium,Afternoon,Scooter,29,7.0,77
884,15.01,Clear,Medium,Morning,Bike,15,6.0,64
885,6.85,Clear,High,Morning,Bike,16,5.0,48
886,11.93,Snowy,High,Morning,Car,7,1.0,75
887,18.82,Windy,Low,Morning,Car,5,3.0,77
888,1.03,Clear,Medium,Afternoon,Bike,19,4.0,29
889,14.22,Rainy,Low,Evening,Car,25,8.0,84
890,18.18,Snowy,High,Morning,Bike,17,3.0,85
891,14.75,Clear,Low,Morning,Car,10,7.0,62
892,11.7,Rainy,Low,Afternoon,Bike,17,5.0,60
893,10.68,Clear,Low,Morning,Bike,14,1.0,42
894,1.51,Clear,High,Evening,Bike,26,1.0,44
895,8.01,Clear,High,Morning,Bike,8,6.0,48
896,3.23,Rainy,Low,Morning,Car,25,7.0,42
897,13.16,Rainy,High,Morning,Scooter,25,8.0,68
898,10.11,Windy,Low,Morning,Bike,11,4.0,44
899,18.39,Windy,Low,Afternoon,Bike,24,6.0,74
900,10.62,Windy,Medium,Afternoon,Car,22,5.0,54
901,10.73,Clear,Low,Afternoon,Bike,7,5.0,57
902,6.23,Clear,Medium,Evening,Car,20,1.0,51
903,2.14,Clear,Low,Afternoon,Bike,25,1.0,36
904,12.83,Clear,Medium,Morning,Bike,19,2.0,76
905,8.37,Clear,High,Evening,Scooter,13,7.0,42
906,3.69,Rainy,Medium,Afternoon,Bike,8,8.0,27
907,18.1,Clear,Low,Morning,Scooter,8,5.0,77
908,7.06,Clear,Low,Afternoon,Scooter,26,5.0,51
909,1.94,Foggy,Low,Night,Bike,10,1.0,25
910,0.59,Clear,Low,Afternoon,Bike,21,0.0,27
911,17.01,Snowy,Low,Night,Bike,28,6.0,97
912,5.36,Clear,Low,Afternoon,Scooter,11,4.0,30
913,12.0,Clear,Low,Evening,Car,25,0.0,75
914,16.23,Clear,Medium,Evening,Bike,6,0.0,54
915,19.04,Rainy,Low,Evening,Car,12,6.0,60
916,18.33,Foggy,Medium,Morning,Scooter,19,0.0,98
